GRID_ID,ID,sourceCountry,ENRICH_FID,aggregationMethod,populationToPolygonSizeRating,apportionmentConfidence,HasData,total_crime_est,total_population,burglary_crime_est,unemployment_rate_idx,pct_hispanic,pct_veterans,median_income_idx,ID_1,sourceCountry_1,ENRICH_FID_1,aggregationMethod_1,populationToPolygonSizeRating_1,apportionmentConfidence_1,HasData_1,pct_household_disability,pct_public_assistance,pct_below_poverty,pct_severe_rent_burden,pct_no_schooling,pct_no_health_insurance,pct_veterans_2,pct_hs_grad,esri_market_idx_14068,esri_market_idx_14068_forecast,hex_area_sqkm,climate_t2m_2024_c,climate_tmax_2024_c,climate_ppt_2024_mm,tent_ref_point_count,tent_ref_prediction_sum,tent_ref_max_conf,tent_ref_mean_conf,transit_stops_count,hospital_count,fire_station_count,library_count,college_count,public_school_count,private_school_count,recreation_center_count,adult_recreation_count,cool_zone_count,affordable_housing_count,sud_treatment_count,business_sites_count,gas_station_count,police_station_count,food_access_count,lausd_school_site_count,osm_major_road_segments_count,osm_major_road_length_m,nearest_osm_major_road_m,freeway_segments_count,freeway_length_m,nearest_freeway_m,river_drainage_segments_count,river_drainage_length_m,nearest_river_drainage_m,osm_amenity_count,caltrans_highway_segments_count,caltrans_highway_length_m,nearest_caltrans_highway_m,fema_flood_hazard_area_pct,fema_flood_hazard_intersects,la_geohub_100yr_flood_area_pct,la_geohub_100yr_flood_intersects,la_geohub_500yr_flood_area_pct,la_geohub_500yr_flood_intersects,la_geohub_fire_hazard_area_pct,la_geohub_fire_hazard_intersects,heat_exposure_area_pct,heat_exposure_intersects,tree_canopy_proxy_pct,vegetation_proxy_pct,impervious_proxy_pct,water_proxy_pct,bare_ground_proxy_pct,dominant_landcover_class,heat_exposure_proxy_score,colnum,row,Join_Count,latitude,longitude,school_count,tent_present,centroid_lat,centroid_lon,centroid_source,baseline_risk,2024 Total Crime Index,2024 Total Population,2024 Unemployment Rate: Index,2023 HHs w/1+ Persons w/Disability (ACS 5-Yr): Percent,2023 HHs w/Public Assist Income (ACS 5-Yr): Percent,2023 Pop w/Income Below Poverty Level (ACS 5-Yr): Percent,2023 HHs/Gross Rent 50+% of Income (ACS 5-Yr): Percent,2023 Pop 25+: No Schooling (ACS 5-Yr): Percent,2023 Pop 35-64: No Health Insurance (ACS 5-Yr): Percent,2023 Civilian Pop 18+: Veteran (ACS 5-Yr): Percent,2023 Pop 25+: HS Diploma (ACS 5-Yr): Percent,2030 Value of Credit Card Debt: Index,top_interaction_a,top_interaction_b,top_interaction_val
AA-18,20,US,1071,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,119,5640,103,157,57.22,0.89,76,20,US,1071,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,24.95,5.37,23.56,41.3,8.4,8.62,0.54,17.69,81,87,0.6475,17.47,29.74,16.36,0,0,,,6,0,0,0,0,0,0,0,0,0,0,0,353,365,0,0,4,0,0.0,482.81,0,0.0,1408.92,0,0.0,478.76,0,0,0.0,1427.25,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,0.88,14.34,64.25,5.13,16.28,5,74.71,27,18,1,34.19745775,-118.42308559,0,1,34.19876015481513,-118.41876574911652,detection_avg,0.6471840407496571,119,5640,157,24.95,5.37,23.56,41.3,8.4,8.62,0.89,17.69,87,2023 Pop w/Income Below Poverty Level (ACS 5-Yr): Percent,police_station_count,-0.006246371012157232
AA-19,37,US,1038,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,121,1959,114,183,50.38,2.01,85,37,US,1038,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,20.84,9.24,21.91,44.51,4.31,7.88,1.87,13.57,102,107,0.6475,17.47,29.74,16.36,0,0,,,12,0,0,0,0,0,1,0,0,0,0,2,319,346,0,0,0,15,693.81,264.15,0,0.0,1424.13,1,936.41,55.25,3,0,0.0,1521.48,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,4.61,14.01,60.28,7.8,17.91,5,70.81,27,19,0,,,1,0,34.190974656406524,-118.418758109974,reconstructed,0.623610476500317,121,1959,183,20.84,9.24,21.91,44.51,4.31,7.88,2.01,13.57,107,2023 Pop 35-64: No Health Insurance (ACS 5-Yr): Percent,affordable_housing_count,-0.004652692643650608
AA-20,5,US,1006,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,99,3371,98,112,34.92,2.14,92,5,US,1006,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,21.11,6.14,16.88,25.17,3.92,2.92,1.03,16.04,90,91,0.6475,17.47,29.74,16.36,0,0,,,18,0,0,0,0,2,0,0,0,0,0,0,282,288,0,0,3,0,0.0,600.64,0,0.0,1523.1,1,656.36,366.85,4,0,0.0,1676.05,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,4.48,19.28,61.27,5.85,13.6,5,71.54,27,20,0,,,2,0,34.18318915799792,-118.41875047083148,reconstructed,0.599142827194972,99,3371,112,21.11,6.14,16.88,25.17,3.92,2.92,2.14,16.04,91,pct_below_poverty,lausd_school_site_count,0.008864496880147265
AA-21,22,US,973,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,101,558,104,98,34.59,3.43,125,22,US,973,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,17.6,8.0,17.41,22.22,3.73,3.2,1.11,17.63,100,102,0.6475,17.47,29.74,16.36,0,0,,,29,0,1,0,1,0,3,0,0,0,0,0,70,80,0,0,1,10,872.06,147.44,0,0.0,1843.63,3,475.02,288.08,13,0,0.0,1844.22,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,6.19,26.73,50.62,4.42,18.23,5,63.58,27,21,0,,,3,0,34.175403659589314,-118.41874283168892,reconstructed,0.593600788026248,101,558,98,17.6,8.0,17.41,22.22,3.73,3.2,3.43,17.63,102,2023 Pop w/Income Below Poverty Level (ACS 5-Yr): Percent,fire_station_count,-0.01088873892809023
AA-22,35,US,936,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,59,1571,75,105,15.34,2.71,169,35,US,936,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,19.63,5.03,6.09,47.41,0.68,0.64,2.03,7.52,144,142,0.6475,17.47,29.74,16.36,0,0,,,21,0,0,0,0,0,0,0,0,0,0,0,242,240,0,0,0,0,0.0,717.36,0,0.0,978.83,0,0.0,519.22,2,0,0.0,979.42,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,3.96,30.98,38.38,5.34,25.3,5,55.68,27,22,0,,,0,0,34.16761816118071,-118.4187351925464,reconstructed,0.5248850499561172,59,1571,105,19.63,5.03,6.09,47.41,0.68,0.64,2.71,7.52,142,2023 Pop w/Income Below Poverty Level (ACS 5-Yr): Percent,police_station_count,0.004217614284024443
AA-23,42,US,893,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,90,2646,85,274,15.99,2.95,149,42,US,893,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,2.7,2.77,10.45,27.99,0.39,0.83,0.91,3.04,137,135,0.6475,17.47,29.74,16.36,0,0,,,24,0,0,0,0,0,1,0,0,0,0,1,358,381,0,0,1,13,2258.42,114.03,13,2258.42,114.03,0,0.0,706.63,4,2,1682.49,114.62,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,3.72,31.15,44.6,4.78,19.47,5,60.1,27,23,1,34.15625306,-118.41807046,1,1,34.159832662772104,-118.41872755340388,detection_avg,0.5888146064371931,90,2646,274,2.7,2.77,10.45,27.99,0.39,0.83,2.95,3.04,135,pct_below_poverty,lausd_school_site_count,0.00555969228968591
AA-24,4,US,855,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,111,3103,93,181,13.41,4.86,162,4,US,855,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,11.37,2.48,7.91,20.65,0.44,1.28,5.1,7.0,150,148,0.6475,17.47,29.74,16.36,0,0,,,6,0,0,0,0,0,1,0,0,0,0,0,559,608,0,0,0,3,116.44,453.19,0,0.0,730.92,1,920.7,228.34,1,0,0.0,729.17,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,4.82,33.05,40.45,3.96,22.55,5,56.87,27,24,0,,,1,0,34.1520471643635,-118.41871991426132,reconstructed,0.5649621939047823,111,3103,181,11.37,2.48,7.91,20.65,0.44,1.28,4.86,7.0,148,2023 Pop w/Income Below Poverty Level (ACS 5-Yr): Percent,police_station_count,0.002935699107845704
AA-35,1,US,602,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,139,241,79,119,7.88,1.18,112,1,US,602,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,16.9,0.0,5.91,33.33,0.0,2.71,1.63,6.71,166,161,0.6475,17.47,29.74,16.36,0,0,,,22,0,0,0,0,0,0,0,0,0,0,0,454,506,0,0,0,41,2738.19,245.97,0,0.0,3002.35,1,690.36,247.78,1,0,0.0,3151.09,1.87,1,0.0,0,0.0,0,100.0,1,0.0,0,3.54,57.88,20.0,0.88,21.24,3,42.94,27,35,0,,,0,0,34.06640668186885,-118.41863588369344,reconstructed,0.5633195614183966,139,241,119,16.9,0.0,5.91,33.33,0.0,2.71,1.18,6.71,161,total_population,police_station_count,0.010113759663812581
AA-36,21,US,572,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,167,1553,88,57,8.31,3.12,206,21,US,572,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,22.44,1.2,5.95,19.91,0.0,0.45,4.03,5.36,264,269,0.6475,17.47,29.74,16.36,0,0,,,14,0,0,0,0,0,0,0,0,0,0,0,1373,1386,0,0,0,65,3314.77,320.61,0,0.0,2618.82,0,0.0,850.51,38,0,0.0,2722.55,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,5.68,26.85,57.66,1.89,13.6,5,68.66,27,36,1,34.0546456,-118.41819594,0,1,34.05862118346024,-118.41862824455092,detection_avg,0.5804586133850678,167,1553,57,22.44,1.2,5.95,19.91,0.0,0.45,3.12,5.36,269,recreation_center_count,osm_amenity_count,0.005156619298707264
AA-37,35,US,536,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,129,3572,76,100,9.15,0.0,199,35,US,536,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,15.36,0.72,8.77,14.36,0.35,1.03,0.11,5.31,190,187,0.6475,17.47,29.74,16.36,0,0,,,0,0,0,0,0,0,4,0,0,0,0,0,362,359,0,0,0,33,1485.97,253.9,0,0.0,1757.11,0,0.0,1297.76,2,0,0.0,1867.9,4.13,1,0.0,0,0.0,0,100.0,1,0.0,0,4.78,29.73,53.63,2.12,14.51,5,66.11,27,37,0,,,4,0,34.05083568505164,-118.4186206054084,reconstructed,0.5892869248053798,129,3572,100,15.36,0.72,8.77,14.36,0.35,1.03,0.0,5.31,187,esri_market_idx_14068_forecast,la_geohub_fire_hazard_area_pct,0.004505760114423006
AA-38,49,US,500,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,86,1739,80,117,10.41,2.34,253,49,US,500,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,10.88,6.74,3.28,35.37,0.0,1.47,3.58,4.04,222,223,0.6475,17.47,29.74,16.36,0,0,,,0,0,1,0,0,0,0,0,0,0,0,0,358,364,0,0,1,5,296.73,413.74,0,0.0,900.51,0,0.0,502.28,7,0,0.0,1003.2,6.88,1,0.0,0,0.0,0,100.0,1,0.0,0,4.99,36.49,44.23,2.41,16.87,5,59.46,27,38,0,,,0,0,34.04305018664303,-118.41861296626584,reconstructed,0.5648849212954571,86,1739,117,10.88,6.74,3.28,35.37,0.0,1.47,2.34,4.04,223,pct_below_poverty,lausd_school_site_count,0.009596842047327704
AA-39,13,US,464,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,141,1477,111,148,15.23,1.95,253,13,US,464,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,20.5,2.68,6.9,15.64,1.23,2.96,2.14,6.17,236,237,0.6475,17.47,29.74,16.36,0,0,,,0,0,0,1,0,0,3,1,0,0,0,0,328,325,0,0,0,20,3133.64,114.11,20,3133.64,114.11,0,0.0,549.5,4,2,1628.37,138.51,11.75,1,0.0,0,0.0,0,100.0,1,0.0,0,5.31,34.69,38.58,3.01,23.72,5,55.41,27,39,1,34.0359958,-118.41773789,3,1,34.03526468823443,-118.41860532712332,detection_avg,0.5963154463490549,141,1477,148,20.5,2.68,6.9,15.64,1.23,2.96,1.95,6.17,237,esri_market_idx_14068_forecast,la_geohub_fire_hazard_area_pct,0.006202437603710113
AA-4,27,US,1428,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,88,2205,76,86,75.37,6.31,152,27,US,1428,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,31.18,1.49,10.51,39.06,10.42,4.18,5.23,25.41,120,123,0.6475,17.47,29.74,16.36,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,105,91,0,0,1,0,0.0,542.66,0,0.0,542.66,0,0.0,836.24,0,0,0.0,541.35,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,3.36,24.07,45.66,3.72,26.55,5,60.95,27,4,0,,,1,0,34.3077571325356,-118.418872697112,reconstructed,0.5253322389477246,88,2205,86,31.18,1.49,10.51,39.06,10.42,4.18,6.31,25.41,123,pct_below_poverty,lausd_school_site_count,0.005499311167887345
AA-40,28,US,429,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,85,4512,89,62,16.89,1.0,147,28,US,429,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,15.24,1.84,7.6,18.4,0.65,0.94,1.97,6.46,124,122,0.6475,17.47,29.74,16.36,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,366,378,0,0,0,0,0.0,682.22,0,0.0,682.22,2,148.84,444.35,0,0,0.0,696.57,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,4.83,38.97,33.62,2.24,25.17,5,52.08,27,40,0,,,0,0,34.02747918982582,-118.4185976879808,reconstructed,0.5567189881939641,85,4512,62,15.24,1.84,7.6,18.4,0.65,0.94,1.0,6.46,122,2023 Pop w/Income Below Poverty Level (ACS 5-Yr): Percent,police_station_count,0.003164328402828237
AA-41,44,US,395,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,71,5079,81,81,29.93,2.22,105,44,US,395,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,21.52,5.27,12.06,27.71,6.03,6.77,0.73,8.52,98,97,0.6475,17.47,29.74,16.36,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,453,445,0,0,2,6,1902.07,312.29,5,1861.44,312.29,0,0.0,620.84,7,2,1246.49,315.21,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,1.42,23.09,52.75,0.89,23.27,5,66.5,27,41,1,34.01369184,-118.41763575,1,1,34.01969369141722,-118.41859004883824,detection_avg,0.610015540026319,71,5079,81,21.52,5.27,12.06,27.71,6.03,6.77,2.22,8.52,97,2023 Pop 35-64: No Health Insurance (ACS 5-Yr): Percent,affordable_housing_count,-0.003656154368264914
AA-42,10,US,361,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,99,2708,155,67,37.89,3.67,140,10,US,361,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,16.03,3.1,11.26,22.67,3.45,2.15,3.49,10.04,139,138,0.6475,17.47,29.74,16.36,0,0,,,12,0,0,0,0,0,0,0,0,0,0,0,294,259,0,0,0,56,5466.13,24.43,38,3748.9,24.43,0,0.0,523.19,16,2,1654.2,141.2,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,0.53,19.86,53.01,3.01,24.11,5,66.95,27,42,1,34.01253587,-118.41816527,0,1,34.01190819300861,-118.41858240969572,detection_avg,0.6200099632555721,99,2708,67,16.03,3.1,11.26,22.67,3.45,2.15,3.67,10.04,138,total_population,police_station_count,-0.0026571545249273747
