GRID_ID,ID,sourceCountry,ENRICH_FID,aggregationMethod,populationToPolygonSizeRating,apportionmentConfidence,HasData,burglary_crime_est,total_crime_est,total_population,unemployment_rate_idx,pct_hispanic,median_income_idx,pct_veterans,ID_1,sourceCountry_1,ENRICH_FID_1,aggregationMethod_1,populationToPolygonSizeRating_1,apportionmentConfidence_1,HasData_1,esri_market_idx_14068,esri_market_idx_14068_forecast,pct_hs_grad,pct_veterans_2,pct_no_health_insurance,pct_no_schooling,pct_severe_rent_burden,pct_below_poverty,pct_public_assistance,pct_household_disability,hex_area_sqkm,climate_t2m_2024_c,climate_tmax_2024_c,climate_ppt_2024_mm,tent_ref_point_count,tent_ref_prediction_sum,tent_ref_max_conf,tent_ref_mean_conf,transit_stops_count,hospital_count,fire_station_count,library_count,college_count,public_school_count,private_school_count,recreation_center_count,adult_recreation_count,cool_zone_count,affordable_housing_count,sud_treatment_count,business_sites_count,gas_station_count,police_station_count,food_access_count,lausd_school_site_count,osm_major_road_segments_count,osm_major_road_length_m,nearest_osm_major_road_m,freeway_segments_count,freeway_length_m,nearest_freeway_m,river_drainage_segments_count,river_drainage_length_m,nearest_river_drainage_m,osm_amenity_count,caltrans_highway_segments_count,caltrans_highway_length_m,nearest_caltrans_highway_m,fema_flood_hazard_area_pct,fema_flood_hazard_intersects,la_geohub_100yr_flood_area_pct,la_geohub_100yr_flood_intersects,la_geohub_500yr_flood_area_pct,la_geohub_500yr_flood_intersects,la_geohub_fire_hazard_area_pct,la_geohub_fire_hazard_intersects,heat_exposure_area_pct,heat_exposure_intersects,tree_canopy_proxy_pct,vegetation_proxy_pct,impervious_proxy_pct,water_proxy_pct,bare_ground_proxy_pct,dominant_landcover_class,heat_exposure_proxy_score,colnum,row,Join_Count,latitude,longitude,school_count,tent_present,centroid_lat,centroid_lon,centroid_source,baseline_risk,top_interaction_a,top_interaction_b,top_interaction_val
AA-27,43,US,294,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,128,123,6023,121,48.98,95,4.2,27,US,294,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,108,112,14.43,3.97,8.6,7.47,31.49,13.67,2.6,22.65,1.295,17.47,29.74,16.36,0,0,,,66,0,0,0,0,1,1,1,0,0,0,2,860,833,0,0,2,36,3108.33,195.66,0,0.0,1322.35,0,0.0,881.86,14,0,0.0,1351.2,23.27,1,0.0,0,3.41,1,100.0,1,0.0,0,2.28,22.24,56.22,1.49,20.05,5,68.67,27,27,1,34.04721744,-118.32678996,2,1,34.04999265902968,-118.33111484162616,detection_avg,0.6740317724859407,transit_stops_count,affordable_housing_count,-0.01614420500764423
AA-28,18,US,269,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,136,118,6717,160,51.99,73,1.99,38,US,269,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,75,76,20.93,2.2,6.13,4.39,24.48,17.23,6.83,20.41,1.295,17.47,29.74,16.36,0,0,,,39,0,0,1,0,0,1,0,0,0,0,0,648,620,0,1,0,54,5837.56,113.56,22,4223.95,113.56,0,0.0,1412.54,5,2,2546.67,130.68,22.15,1,0.0,0,5.03,1,100.0,1,0.0,0,2.72,24.65,51.58,1.4,22.37,5,65.29,27,28,1,34.033304395,-118.3310652275,1,1,34.03899073429022,-118.331095816229,detection_avg,0.6762030842769616,business_sites_count,food_access_count,0.011799181277193942
AA-29,43,US,244,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,140,135,5843,150,59.47,87,2.61,32,US,244,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,86,88,16.33,2.5,3.72,6.35,24.46,15.12,3.95,22.06,1.295,17.47,29.74,16.36,0,0,,,30,0,0,0,0,1,1,0,0,0,0,0,689,651,0,1,1,22,1188.05,363.46,0,0.0,1032.54,0,0.0,2490.72,10,0,0.0,1066.27,44.83,1,0.0,0,10.43,1,100.0,1,0.0,0,0.26,10.52,66.26,1.4,21.82,5,76.3,27,29,1,34.023404709999994,-118.33334433,2,1,34.02798880955077,-118.33107679083182,detection_avg,0.6711046968104383,business_sites_count,food_access_count,0.014491048429581705
AA-30,18,US,219,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,123,99,4147,233,15.34,88,6.62,9,US,219,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,89,92,12.25,4.58,1.89,2.72,44.33,10.84,2.29,38.37,1.295,17.47,29.74,16.36,0,0,,,38,0,0,0,0,1,0,0,1,0,0,1,534,501,0,0,4,63,2921.82,364.67,0,0.0,2234.3,0,0.0,3642.91,3,0,0.0,2287.28,63.58,1,0.0,0,19.08,1,100.0,1,0.0,0,0.62,18.19,52.99,1.23,27.59,5,66.91,27,30,0,,,1,0,34.01698688481132,-118.33105776543464,reconstructed,0.6048735428532753,business_sites_count,la_geohub_100yr_flood_intersects,0.005729026551277446
AA-31,43,US,194,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,163,144,5702,231,18.48,84,5.13,19,US,194,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,86,88,15.27,6.45,0.87,1.07,42.63,15.24,3.55,27.19,1.295,17.47,29.74,16.36,0,0,,,95,0,0,0,1,0,0,0,0,0,0,0,777,756,0,1,1,43,3765.41,28.42,0,0.0,3450.9,0,0.0,3587.72,12,0,0.0,3508.27,32.77,1,0.0,0,6.31,1,100.0,1,0.0,0,2.72,20.37,55.84,1.23,22.56,5,68.27,27,31,1,34.005199184999995,-118.330061,0,1,34.005984960071864,-118.33103874003749,detection_avg,0.6700681167278273,transit_stops_count,affordable_housing_count,-0.020627913216379044
AA-32,22,US,173,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,167,172,4456,171,29.78,108,5.57,36,US,173,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,99,102,18.88,4.86,2.35,3.21,40.49,11.06,3.62,40.53,1.295,17.47,29.74,16.36,0,0,,,53,0,0,0,0,3,2,0,0,0,0,1,510,476,0,1,7,65,3427.79,19.97,0,0.0,4551.96,0,0.0,3917.25,5,0,0.0,4602.34,16.38,1,0.0,0,2.72,1,100.0,1,0.0,0,1.03,19.26,61.13,0.6,19.0,5,72.48,27,32,0,,,5,0,33.99498303533241,-118.33101971464028,reconstructed,0.6513432060558623,transit_stops_count,affordable_housing_count,-0.012125694788016308
AA-33,1,US,152,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,173,168,10790,236,51.64,48,3.98,1,US,152,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,60,61,28.39,4.06,2.67,3.11,40.31,24.89,9.54,33.45,1.295,17.47,29.74,16.36,0,0,,,52,0,0,0,0,1,0,0,0,0,0,0,692,672,0,0,5,23,1459.25,30.4,0,0.0,3917.49,0,0.0,3458.96,2,0,0.0,3999.44,25.76,1,0.0,0,5.31,1,100.0,1,0.0,0,0.79,12.82,75.07,0.88,11.24,5,82.31,27,33,1,33.97716286,-118.33258016,1,1,33.98398111059296,-118.33100068924313,detection_avg,0.7018702049473862,total_population,hospital_count,-0.027670135961693806
AA-34,32,US,133,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,131,115,4587,181,27.01,71,6.4,32,US,133,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,75,78,24.97,5.35,2.39,1.43,35.62,18.87,6.15,28.47,1.295,17.47,29.74,16.36,0,0,,,48,0,0,0,0,0,0,0,0,0,0,0,324,292,0,1,0,55,2152.93,32.6,0,0.0,3571.42,0,0.0,2281.14,1,0,0.0,3639.5,8.0,1,0.0,0,0.8,1,100.0,1,0.0,0,2.81,26.95,53.12,0.53,19.4,5,66.34,27,34,0,,,0,0,33.972979185853504,-118.33098166384592,reconstructed,0.6423162388529241,transit_stops_count,affordable_housing_count,-0.010118521366356544
AA-7,23,US,724,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,27,23,1324,295,24.32,123,10.86,23,US,724,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,86,88,33.02,12.9,8.72,5.7,41.32,1.34,3.11,28.85,1.295,17.47,29.74,16.36,0,0,,,9,0,0,0,0,0,0,0,0,0,0,0,34,39,0,0,0,23,3291.78,374.72,13,2032.04,476.54,7,4578.93,37.57,0,2,1703.48,471.59,67.75,1,0.0,0,0.0,0,100.0,1,0.0,0,3.85,47.81,13.05,2.71,36.43,4,37.98,27,7,0,,,0,0,34.27003115381875,-118.33149534956966,reconstructed,0.5709832725358367,total_crime_est,la_geohub_fire_hazard_area_pct,0.02825636010427187
AA-8,3,US,704,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,42,31,334,229,25.15,131,8.25,3,US,704,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,95,97,24.48,9.43,6.06,4.14,38.1,4.13,3.42,25.34,1.295,17.47,29.74,16.36,0,0,,,12,0,0,0,0,0,0,0,0,0,0,0,59,65,0,0,0,47,6803.44,228.31,29,4844.39,228.31,0,0.0,787.84,0,2,2228.82,260.42,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,4.65,58.98,20.86,2.1,18.05,3,43.21,27,8,0,,,0,0,34.259029229079296,-118.33147632417248,reconstructed,0.5315478772375121,total_population,hospital_count,0.034435081085672704
AB-17,13,US,491,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,98,103,3427,112,21.1,160,5.11,30,US,464,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,141,141,11.46,5.31,0.0,0.0,26.1,6.71,2.15,23.72,1.295,17.47,29.74,16.36,0,0,,,18,0,1,0,0,0,1,0,0,0,0,0,98,87,0,0,0,0,0.0,896.95,0,0.0,898.0,0,0.0,920.01,20,0,0.0,899.27,5.11,1,0.0,0,3.75,1,100.0,1,0.0,0,1.58,21.37,49.3,5.43,23.91,5,64.04,28,17,0,,,1,0,34.16000377152962,-118.31986362430123,reconstructed,0.5349363989530448,fire_station_count,business_sites_count,0.02047226736507158
AB-18,4,US,459,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,78,120,201,152,21.39,147,8.38,22,US,405,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,116,116,13.37,6.52,0.0,0.0,50.0,6.19,0.0,33.8,1.295,17.47,29.74,16.36,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,30,5249.82,291.95,30,5249.82,291.95,10,2532.33,215.87,0,2,2393.66,289.78,0.79,1,0.0,0,0.0,0,100.0,1,0.0,0,3.95,48.99,20.9,2.11,28.01,3,43.44,28,18,0,,,0,0,34.14900184679016,-118.31984459890406,reconstructed,0.5168005736172802,total_population,hospital_count,0.03576016045653453
AB-22,46,US,400,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,118,179,7585,188,16.9,97,2.09,28,US,497,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,113,113,10.2,1.77,1.43,2.06,34.67,15.58,2.7,11.58,1.295,17.47,29.74,16.36,0,0,,,6,0,0,0,0,1,0,0,0,0,0,3,1260,1268,0,0,2,29,2743.4,416.34,29,2743.4,416.34,0,0.0,1117.74,3,2,1500.36,435.39,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,11.44,37.92,41.36,1.81,18.92,5,55.52,28,22,1,34.104152145,-118.3226681475,1,1,34.10499414783235,-118.31976849731537,detection_avg,0.6419267299455975,total_population,hospital_count,-0.013352972116057954
AB-23,8,US,381,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,133,194,11188,155,44.93,73,2.41,22,US,459,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,77,75,19.17,2.21,7.74,6.7,27.81,18.35,4.69,18.14,1.295,17.47,29.74,16.36,0,0,,,46,1,1,0,0,3,0,0,1,0,0,2,1210,1313,0,3,8,59,5055.37,104.43,27,3763.82,428.97,0,0.0,1715.44,24,2,1701.97,465.01,7.46,1,0.0,0,7.49,1,100.0,1,0.0,0,2.37,13.53,72.93,1.32,12.21,5,80.34,28,23,1,34.0997494725,-118.32043439916669,3,1,34.0939922230929,-118.31974947191816,detection_avg,0.6998535685656216,total_population,hospital_count,-0.056282164695973705
AB-24,14,US,361,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,127,171,6039,129,55.64,68,1.66,12,US,415,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,85,83,15.37,1.35,8.97,5.36,35.0,16.0,6.86,19.44,1.295,17.47,29.74,16.36,0,0,,,39,0,0,0,0,1,0,0,0,0,0,0,954,964,0,1,2,16,812.88,518.87,0,0.0,1166.94,0,0.0,1282.49,12,2,1624.35,519.45,25.6,1,0.0,0,21.42,1,100.0,1,0.0,0,2.81,23.77,61.4,1.05,13.77,5,72.14,28,24,0,,,1,0,34.082990298353444,-118.319730446521,reconstructed,0.6778577924465103,business_sites_count,food_access_count,0.028374549491733878
AB-25,21,US,340,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,89,112,4158,150,15.99,184,1.45,6,US,372,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,177,177,13.46,1.86,3.45,1.32,25.43,4.92,6.03,17.33,1.295,17.47,29.74,16.36,0,0,,,36,0,0,0,0,0,0,0,0,0,0,0,1098,998,0,0,2,0,0.0,968.96,0,0.0,1976.83,0,0.0,798.88,13,0,0.0,1742.37,18.51,1,0.0,0,18.48,1,100.0,1,0.0,0,4.74,40.18,33.68,1.93,24.21,5,52.15,28,25,0,,,0,0,34.07198837361399,-118.31971142112384,reconstructed,0.615631164469191,hospital_count,business_sites_count,0.010962655339810942
AB-26,32,US,320,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,58,95,5487,121,16.27,110,1.67,49,US,333,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,143,145,16.08,1.4,7.74,2.72,32.02,12.0,2.83,12.46,1.295,17.47,29.74,16.36,0,0,,,81,0,1,0,1,1,0,0,0,0,0,0,1001,963,0,0,2,35,1631.71,253.66,0,0.0,2859.96,0,0.0,1200.77,0,0,0.0,2895.8,22.27,1,0.0,0,21.53,1,100.0,1,0.0,0,4.56,34.21,38.86,1.84,25.09,5,55.83,28,26,0,,,1,0,34.06098644887453,-118.31969239572663,reconstructed,0.6093761895106442,transit_stops_count,affordable_housing_count,-0.019002076661992086
AB-27,44,US,295,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,123,125,8605,88,39.02,87,1.96,28,US,295,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,101,106,23.62,1.58,14.86,2.54,27.3,15.67,3.65,16.93,1.295,17.47,29.74,16.36,0,0,,,45,0,0,0,0,0,1,0,0,0,0,0,1074,1053,0,1,1,43,2437.51,44.05,0,0.0,1772.03,0,0.0,2064.94,18,0,0.0,1803.52,47.79,1,0.0,0,24.72,1,100.0,1,0.0,0,2.02,23.11,49.74,1.67,25.48,5,64.21,28,27,1,34.052406495,-118.31733337625,1,1,34.04998452413508,-118.31967337032948,detection_avg,0.6810515280041477,business_sites_count,food_access_count,0.03105327805279003
AB-28,19,US,270,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,136,121,9975,131,64.55,65,2.65,40,US,270,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,68,70,20.72,2.5,8.93,6.82,31.31,25.36,4.46,22.27,1.295,17.47,29.74,16.36,0,0,,,45,0,0,0,0,2,0,0,0,0,0,0,958,930,0,1,8,11,1532.75,568.7,11,1532.75,568.7,0,0.0,1996.54,7,2,740.95,596.78,1.0,1,0.0,0,0.33,1,100.0,1,0.0,0,2.46,16.43,66.08,1.05,16.43,5,75.52,28,28,1,34.038496519999995,-118.31877783,2,1,34.038982599395624,-118.3196543449323,detection_avg,0.6909991555616346,business_sites_count,food_access_count,0.028505625296564693
AB-29,44,US,245,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,126,110,9804,100,55.05,72,1.89,35,US,245,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,75,76,19.53,2.19,5.61,4.76,28.22,17.21,8.06,24.66,1.295,17.47,29.74,16.36,0,0,,,26,0,0,1,0,3,0,1,1,0,0,0,727,682,0,1,5,9,1406.0,574.99,9,1406.0,574.99,0,0.0,2588.28,2,2,838.66,590.13,31.26,1,0.0,0,6.17,1,100.0,1,0.0,0,2.59,20.0,63.71,1.12,15.17,5,73.82,28,29,0,,,3,0,34.02798067465617,-118.31963531953512,reconstructed,0.6575208048757379,total_population,hospital_count,-0.023731607197129346
AB-30,19,US,220,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,139,102,7374,138,62.14,93,2.87,12,US,220,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,88,90,19.62,2.74,4.22,8.48,39.94,22.22,5.41,27.87,1.295,17.47,29.74,16.36,0,0,,,4,0,1,0,0,1,2,0,0,0,0,0,520,513,0,0,1,0,0.0,997.87,0,0.0,1788.89,0,0.0,3521.8,1,0,0.0,1792.48,55.0,1,0.0,0,12.53,1,100.0,1,0.0,0,2.02,19.86,62.04,0.97,17.14,5,72.82,28,30,1,34.01870851,-118.31902924,3,1,34.01697874991672,-118.31961629413796,detection_avg,0.6416682573025518,total_population,hospital_count,-0.012415364360136075
