GRID_ID,ID,sourceCountry,ENRICH_FID,aggregationMethod,populationToPolygonSizeRating,apportionmentConfidence,HasData,burglary_crime_est,total_crime_est,total_population,unemployment_rate_idx,pct_hispanic,median_income_idx,pct_veterans,ID_1,sourceCountry_1,ENRICH_FID_1,aggregationMethod_1,populationToPolygonSizeRating_1,apportionmentConfidence_1,HasData_1,pct_household_disability,pct_public_assistance,pct_severe_rent_burden,pct_no_schooling,pct_no_health_insurance,pct_veterans_2,pct_hs_grad,ACSHHPBLPV_P,esri_market_idx_14068,esri_market_idx_14068_forecast,hex_area_sqkm,climate_t2m_2024_c,climate_tmax_2024_c,climate_ppt_2024_mm,tent_ref_point_count,tent_ref_prediction_sum,tent_ref_max_conf,tent_ref_mean_conf,transit_stops_count,hospital_count,fire_station_count,library_count,college_count,public_school_count,private_school_count,recreation_center_count,adult_recreation_count,cool_zone_count,affordable_housing_count,sud_treatment_count,business_sites_count,gas_station_count,police_station_count,food_access_count,lausd_school_site_count,osm_major_road_segments_count,osm_major_road_length_m,nearest_osm_major_road_m,freeway_segments_count,freeway_length_m,nearest_freeway_m,river_drainage_segments_count,river_drainage_length_m,nearest_river_drainage_m,osm_amenity_count,caltrans_highway_segments_count,caltrans_highway_length_m,nearest_caltrans_highway_m,fema_flood_hazard_area_pct,fema_flood_hazard_intersects,la_geohub_100yr_flood_area_pct,la_geohub_100yr_flood_intersects,la_geohub_500yr_flood_area_pct,la_geohub_500yr_flood_intersects,la_geohub_fire_hazard_area_pct,la_geohub_fire_hazard_intersects,heat_exposure_area_pct,heat_exposure_intersects,tree_canopy_proxy_pct,vegetation_proxy_pct,impervious_proxy_pct,water_proxy_pct,bare_ground_proxy_pct,dominant_landcover_class,heat_exposure_proxy_score,colnum,row,Join_Count,latitude,longitude,school_count,tent_present,centroid_lat,centroid_lon,centroid_source,baseline_risk,top_interaction_a,top_interaction_b,top_interaction_val
AA-22,30,US,202,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,120,312,22745,124,22.05,130,2.29,9,US,331,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,11.28,2.58,27.02,0.83,4.57,2.59,6.49,22.83,109,108,1.9425,17.47,29.74,16.36,0,0,,,443,1,1,0,2,0,0,0,1,0,0,0,2829,3214,0,1,0,228,15822.1,110.35,79,6143.05,406.34,0,0.0,3180.98,93,2,2487.22,545.28,33.41,1,0.0,0,5.4,1,100.0,1,0.0,0,0.41,5.89,83.79,0.59,9.72,5.0,88.53,27,22,1,34.04535339545454,-118.26689119484848,0,1,34.04649915861839,-118.26459237691866,detection_avg,0.6789350658788761,total_population,affordable_housing_count,-0.03169141247571654
AA-23,9,US,181,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,116,208,7759,138,74.28,46,2.05,38,US,310,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,32.21,14.21,35.15,6.55,8.28,1.83,14.03,34.58,52,53,1.9425,17.47,29.74,16.36,0,0,,,316,0,0,0,3,6,0,1,0,0,0,1,1818,1667,0,6,6,159,13545.45,96.5,45,6532.19,271.13,0,0.0,3414.68,17,2,3010.09,288.68,47.88,1,0.0,0,9.5,1,100.0,1,0.0,0,0.12,6.26,83.7,0.29,9.74,5.0,88.55,27,23,1,34.03039988384615,-118.26723986974358,6,1,34.03301225043048,-118.26459925068116,detection_avg,0.7203984208444849,business_sites_count,water_proxy_pct,0.037169161050323744
AA-24,38,US,160,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,140,153,17673,174,92.07,70,0.39,17,US,289,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,29.05,12.32,31.42,11.7,8.33,0.43,16.71,26.18,70,73,1.9425,17.47,29.74,16.36,0,0,,,82,0,0,0,0,5,0,0,1,0,0,0,1145,1007,0,1,16,18,1472.57,572.35,0,0.0,1360.05,0,0.0,3741.04,3,0,0.0,1379.99,66.57,1,0.0,0,4.81,1,100.0,1,0.0,0,0.52,11.25,72.74,1.28,14.73,5.0,80.76,27,24,1,34.01817999666667,-118.26483773222223,5,1,34.019525342242574,-118.26460612444367,detection_avg,0.7067568046667134,total_population,police_station_count,-0.0238121895248171
AA-25,18,US,140,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,168,154,18336,186,89.04,67,0.91,47,US,269,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,26.98,9.39,39.95,7.76,10.09,0.73,20.99,29.9,66,68,1.9425,17.47,29.74,16.36,0,0,,,72,0,0,1,0,4,0,1,0,0,0,0,1073,911,0,4,9,4,526.14,712.38,0,0.0,1513.09,0,0.0,4070.08,7,0,0.0,1554.48,51.94,1,0.0,0,6.77,1,100.0,1,0.0,0,1.47,15.27,67.75,0.65,16.33,5.0,76.98,27,25,1,34.00386806230769,-118.26441866692308,4,1,34.00603843405467,-118.26461299820618,detection_avg,0.6903107724016329,total_population,police_station_count,-0.026006662059355878
AA-26,49,US,121,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,177,185,10136,221,86.8,67,0.46,28,US,250,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,35.15,12.12,35.46,8.17,8.4,0.51,20.61,25.15,68,71,1.9425,17.47,29.74,16.36,0,0,,,64,0,0,0,0,3,0,0,0,0,0,0,1058,921,0,1,6,41,2229.17,2.57,0,0.0,1401.32,0,0.0,4715.2,7,0,0.0,1495.17,1.8,1,0.0,0,1.8,1,100.0,1,0.0,0,0.23,8.47,82.08,0.41,9.05,5.0,87.39,27,26,1,33.98859853,-118.26848502833332,3,1,33.992551525866766,-118.26461987196868,detection_avg,0.7168847742661763,business_sites_count,food_access_count,0.015770475135139735
AA-27,33,US,105,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,164,141,10435,155,83.95,73,1.11,12,US,234,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,32.84,9.6,30.1,6.77,8.61,0.71,26.09,22.13,69,70,1.9425,17.47,29.74,16.36,0,0,,,86,0,0,0,0,1,0,0,0,0,0,0,711,579,0,3,5,27,2098.28,109.19,0,0.0,1483.92,0,0.0,4103.87,7,0,0.0,1523.22,1.88,1,0.0,0,1.89,1,100.0,1,0.0,0,0.88,10.85,77.3,0.59,11.26,5.0,83.85,27,27,1,33.97573972588236,-118.26427310764706,1,1,33.97906461767886,-118.2646267457312,detection_avg,0.7277892311802392,business_sites_count,food_access_count,0.02733406292312392
AA-28,14,US,89,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,183,158,15368,188,77.55,72,1.26,43,US,215,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,39.57,8.77,37.87,6.39,8.0,1.15,21.79,24.11,67,67,1.9425,17.47,29.74,16.36,0,0,,,68,0,0,0,0,7,0,2,0,0,1,0,744,659,0,0,8,43,2709.09,226.27,0,0.0,1413.25,0,0.0,2608.17,7,0,0.0,1521.92,2.51,1,0.0,0,2.52,1,100.0,1,0.0,0,1.1,14.15,68.74,1.28,15.84,5.0,77.79,27,28,1,33.962045884285715,-118.26826800571428,7,1,33.96557770949096,-118.2646336194937,detection_avg,0.7197722223089175,recreation_center_count,business_sites_count,0.013818831861046706
AA-29,31,US,73,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,193,159,13296,179,75.36,88,0.98,10,US,182,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,37.25,8.95,43.22,5.73,8.99,1.11,27.47,17.88,74,76,1.9425,17.47,29.74,16.36,0,0,,,68,0,0,0,0,2,0,0,0,0,0,0,560,472,0,1,5,0,0.0,861.61,0,0.0,1375.77,0,0.0,1117.64,7,0,0.0,1397.45,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,1.71,18.35,59.29,1.06,21.3,5.0,70.99,27,29,1,33.950366020000004,-118.265882825,2,1,33.95209080130305,-118.2646404932562,detection_avg,0.6967186696370556,total_population,affordable_housing_count,-0.01781516377509017
AA-30,5,US,60,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,198,184,12819,152,74.09,75,1.58,2,US,156,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,33.02,9.62,37.97,5.02,5.53,1.74,22.95,25.09,77,78,1.9425,17.47,29.74,16.36,0,0,,,65,0,0,0,0,4,0,0,0,0,0,0,515,457,0,1,9,18,1534.54,464.33,0,0.0,835.86,3,1390.2,281.14,2,0,0.0,840.09,0.99,1,0.99,1,0.0,0,100.0,1,0.0,0,0.64,17.18,58.85,0.81,23.16,5.0,71.0,27,30,0,,,4,0,33.93860389311514,-118.26464736701872,reconstructed,0.6604378767981228,total_population,affordable_housing_count,-0.01793502498597204
AA-31,40,US,53,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,209,186,7415,114,69.13,91,1.94,19,US,141,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,38.36,12.51,42.38,10.82,6.08,1.77,25.35,14.51,79,80,1.9425,17.47,29.74,16.36,0,0,,,29,0,0,0,0,5,1,0,0,0,0,0,225,222,0,3,5,36,3371.2,583.93,16,2093.89,617.78,1,69.07,387.09,8,2,1978.07,619.45,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,1.45,27.29,45.76,1.57,25.38,5.0,61.6,27,31,0,,,6,0,33.92511698492724,-118.2646542407812,reconstructed,0.5890562661793837,la_geohub_fire_hazard_area_pct,tree_canopy_proxy_pct,0.009728390442605822
AA-40,44,US,31,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,106,95,8164,226,78.59,112,2.74,0,US,95,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,28.86,2.7,34.61,7.84,4.95,1.83,24.62,12.22,111,114,1.9425,17.47,29.74,16.36,0,0,,,27,0,0,0,0,3,1,0,0,0,0,0,188,178,0,0,9,0,0.0,887.35,0,0.0,1007.95,0,0.0,1227.58,0,0,0.0,1002.24,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,0.76,13.95,62.17,0.41,23.47,5.0,73.29,27,40,0,,,4,0,33.80373481123609,-118.26471610464375,reconstructed,0.5857368356857423,college_count,business_sites_count,-0.010846084071729132
AA-41,35,US,26,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,124,131,12210,181,91.93,71,1.43,37,US,86,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,23.8,4.34,35.31,6.62,8.7,1.06,21.57,21.81,72,76,1.9425,17.47,29.74,16.36,0,0,,,42,0,1,1,0,4,0,0,0,0,0,1,742,712,0,0,7,21,1168.04,485.82,21,1168.04,485.82,1,30.59,733.85,9,2,2334.43,479.7,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,3.43,20.52,60.97,1.18,17.33,5.0,71.65,27,41,1,33.78658684,-118.26638372,4,1,33.79024790304819,-118.26472297840628,detection_avg,0.7207442782676066,total_population,affordable_housing_count,-0.017849128371213427
AA-42,22,US,20,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,127,120,5747,95,90.97,66,1.79,22,US,73,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,21.04,3.99,40.97,6.25,7.45,2.09,32.32,26.63,62,64,1.9425,17.47,29.74,16.36,0,0,,,21,0,0,0,0,1,1,1,1,0,0,1,435,412,0,0,4,18,1745.94,223.25,0,0.0,1117.76,0,0.0,1274.1,3,0,0.0,1404.39,0.01,1,0.0,0,0.0,0,100.0,1,0.0,0,0.35,8.55,77.08,1.28,13.09,5.0,83.85,27,42,1,33.77517341421053,-118.26035975578948,2,1,33.77676099486028,-118.26472985216878,detection_avg,0.6570821372361153,total_population,la_geohub_fire_hazard_area_pct,0.008420185131107418
AA-7,7,US,483,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,42,32,3782,50,11.32,169,2.66,2,US,108,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,15.58,7.75,37.44,0.54,1.38,2.66,11.08,2.24,150,153,1.9425,17.47,29.74,16.36,0,0,,,18,0,0,0,0,0,2,0,0,0,0,1,201,182,0,0,0,18,1097.34,601.18,0,0.0,1528.37,18,2364.95,51.29,8,0,0.0,1604.93,0.0,0,0.0,0,0.0,0,99.42,1,0.0,0,5.61,36.3,37.63,3.01,23.06,5.0,54.66,27,7,0,,,2,0,34.248802781436964,-118.26448927048108,reconstructed,0.5242599348675107,total_population,affordable_housing_count,0.01227545269363438
AB-14,16,US,338,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,61,81,11576,105,15.45,115,1.55,18,US,467,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,29.2,1.67,38.96,1.34,2.89,1.57,25.02,9.96,105,106,1.9425,17.47,29.74,16.36,0,0,,,15,0,1,1,0,1,2,0,0,0,0,0,236,258,0,1,0,50,8510.82,168.88,29,7422.91,168.88,11,1616.82,34.87,14,2,2984.31,169.88,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,3.41,20.54,61.04,1.77,16.66,5.0,71.7,28,14,0,,,3,0,34.154376414895594,-118.25051110160616,reconstructed,0.5623583520059624,total_population,affordable_housing_count,-0.017335791016142306
AB-15,42,US,314,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,91,100,16326,117,19.74,66,1.16,36,US,443,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,28.5,4.78,38.49,2.8,4.88,0.96,25.27,24.75,67,68,1.9425,17.47,29.74,16.36,0,0,,,120,0,0,1,1,1,3,3,2,0,0,0,359,412,0,1,0,66,4282.65,205.41,0,0.0,1309.18,0,0.0,1462.83,73,0,0.0,1307.91,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,1.33,10.08,79.44,0.98,9.5,5.0,85.21,28,15,0,,,4,0,34.14088950670769,-118.25051797536864,reconstructed,0.6041455603398845,total_population,affordable_housing_count,-0.018135754922764386
AB-16,28,US,300,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,77,68,12885,145,32.44,70,1.22,20,US,429,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,35.06,8.23,48.57,4.05,4.26,0.97,26.49,20.58,73,75,1.9425,17.47,29.74,16.36,0,0,,,66,0,1,0,0,4,0,0,0,0,0,0,219,226,0,0,0,45,3057.32,453.34,0,0.0,1885.41,0,0.0,2091.3,12,0,0.0,1886.48,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,3.54,27.48,55.83,2.43,14.26,5.0,68.02,28,16,0,,,4,0,34.12740259851978,-118.25052484913115,reconstructed,0.5778492900206209,total_population,affordable_housing_count,-0.01792615648952056
AB-17,18,US,290,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,121,140,6517,79,52.91,103,1.05,5,US,419,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,34.86,5.2,25.54,4.29,4.25,1.22,17.85,15.09,101,105,1.9425,17.47,29.74,16.36,0,0,,,68,0,1,0,0,2,0,0,0,0,0,0,838,869,1,0,4,59,3820.26,107.62,27,2229.72,663.83,0,0.0,984.16,10,2,1221.47,683.04,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,1.53,21.31,58.74,2.41,17.54,5.0,70.66,28,17,1,34.113501395,-118.2452195375,2,1,34.11391569033188,-118.25053172289368,detection_avg,0.6802354415956401,la_geohub_fire_hazard_area_pct,tree_canopy_proxy_pct,0.010020660564831268
AB-18,4,US,276,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,128,148,4224,195,49.24,122,2.56,33,US,405,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,17.92,4.94,20.8,4.1,3.6,2.2,13.69,8.93,126,127,1.9425,17.47,29.74,16.36,0,0,,,51,0,0,0,0,1,0,1,0,0,0,0,730,725,0,0,5,115,16114.09,1.38,115,16114.09,1.38,3,1809.07,513.42,5,4,6333.33,7.75,11.66,1,11.65,1,0.0,0,100.0,1,0.0,0,2.9,23.94,49.28,3.54,23.25,5.0,63.63,28,18,1,34.10407325,-118.25363129,1,1,34.10042878214397,-118.25053859665616,detection_avg,0.6796289054267312,business_sites_count,la_geohub_100yr_flood_area_pct,-0.025258019154548443
AB-19,37,US,259,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,135,126,4725,176,37.9,137,2.8,16,US,388,BlockApportionment:US.BlockGroups;PointsLayer:US.BlockPoints,2.191,2.576,1,20.71,10.88,29.77,2.11,3.72,2.36,7.32,7.13,128,129,1.9425,17.47,29.74,16.36,0,0,,,24,0,0,0,0,2,1,0,0,0,0,0,845,851,0,0,2,34,3284.24,628.53,29,2995.51,628.53,0,0.0,1108.89,1,4,2268.37,629.84,0.0,0,0.0,0,0.0,0,100.0,1,0.0,0,14.31,57.07,20.44,3.12,19.38,3.0,40.02,28,19,1,34.09506935,-118.25284649,3,1,34.086941873956064,-118.25054547041869,detection_avg,0.6208830434931231,business_sites_count,dominant_landcover_class,-0.14469795351472628
